Data,Abertura,Max,Min,Fechamento
2/10/2021,119750,119915,117830,118185
2/9/2021,119600,119980,118175,119500
2/8/2021,120520,120885,119040,119670
2/5/2021,119675,121195,119365,120500
2/4/2021,120110,120685,118825,118950
2/3/2021,118935,120380,118550,119840
2/2/2021,118485,119915,117710,118610
2/1/2021,116350,117990,115660,117450
1/29/2021,118600,118680,114710,115000
1/28/2021,115675,119475,115465,119325
1/27/2021,115745,117870,114820,115500
1/26/2021,116790,119195,116050,116300
1/22/2021,116850,117945,116065,117500
1/21/2021,120200,120320,117745,118200
1/20/2021,120580,121520,118670,119695
1/19/2021,122195,122440,119255,120625
1/18/2021,120730,122780,119960,121265
1/15/2021,122705,122745,120075,120350
1/14/2021,122805,124045,122335,123200
1/13/2021,123945,124395,121020,122270
1/12/2021,123800,124720,123230,124170
1/11/2021,124500,124915,122460,123500
1/8/2021,123150,125470,122365,125365
1/7/2021,119560,123480,119230,123180
1/6/2021,119220,121075,118895,119060
1/5/2021,118990,119965,116765,119050
1/4/2021,120270,120585,118135,118695
12/30/2020,119870,120380,119005,119175
12/29/2020,119800,120045,118870,119580
12/28/2020,118500,119615,118330,119550
12/23/2020,117305,118560,117055,117870
12/22/2020,116300,117135,115750,117040
12/21/2020,115815,117290,115085,115900
12/18/2020,118115,119645,117730,118040
12/17/2020,118075,119290,117890,118830
12/16/2020,116590,118340,115655,117870
12/15/2020,115196,116690,115126,116600
12/14/2020,115963,116249,114580,114615
12/11/2020,114645,115848,114209,115477
12/10/2020,113492,115648,112916,115648
12/9/2020,114334,114485,112745,113281
12/8/2020,113412,114680,113041,114043
12/7/2020,113382,114871,112795,114043
12/4/2020,113266,114234,113166,113818
12/3/2020,112093,113733,112038,112740
12/2/2020,111637,112645,110910,112194
12/1/2020,110976,112254,110610,111687
11/30/2020,110359,111352,109111,109777
11/27/2020,110770,111968,110610,110675
11/26/2020,110199,110685,109687,110610
11/25/2020,109833,111001,109582,110344
11/24/2020,108394,110610,107852,110474
11/23/2020,107211,107888,106905,107727
11/20/2020,107121,107391,105978,106474
11/19/2020,106123,107416,105852,106825
11/18/2020,108163,108198,106173,106173
11/17/2020,106524,108213,106188,107777
11/16/2020,106524,107156,105547,107156
11/13/2020,103622,105471,103341,105246
11/12/2020,105125,105522,102408,103165
11/11/2020,105682,105837,104514,105406
11/10/2020,103767,106213,103657,105156
11/9/2020,104384,105627,103516,103516
11/6/2020,100654,101536,100248,101296
11/5/2020,99541,101381,99406,101341
11/4/2020,96403,98724,96403,98644
11/3/2020,96338,96784,95380,95997
10/30/2020,95751,96589,93872,94779
10/29/2020,95481,97145,93796,96012
10/28/2020,98554,98629,95375,95375
10/27/2020,102153,102203,99025,99105
10/26/2020,101105,102233,100198,101616
10/23/2020,102684,102744,101536,101892
10/22/2020,100920,102709,100824,102639
10/21/2020,100759,102138,100539,100970
10/20/2020,99456,101230,99376,101190
10/19/2020,99406,100428,98824,99195
10/16/2020,99596,99692,98534,98955
10/15/2020,98428,99987,98163,99300
10/14/2020,98443,100133,98393,99506
10/13/2020,98754,99630,97779,98654
10/9/2020,98478,99277,97663,98221
10/8/2020,96738,98644,96094,98226
10/7/2020,96803,96999,95314,96350
10/6/2020,97291,98050,95682,96064
10/5/2020,94706,97029,94208,96461
10/2/2020,95053,96602,93665,93846
10/1/2020,95928,96149,94082,95792
9/30/2020,93946,95948,93685,95631
9/29/2020,95169,96079,93765,94012
9/28/2020,98875,99026,94862,95053
9/25/2020,97070,97744,96109,97653
9/24/2020,95958,98654,95858,97547
9/23/2020,98070,98091,96064,96169
9/22/2020,97507,98347,96969,97542
9/21/2020,97286,97940,96381,97507
9/18/2020,100686,100741,98533,98664
9/17/2020,99428,100977,99142,100837
9/16/2020,101415,101470,100243,100283
9/15/2020,101531,101742,100283,101013
9/14/2020,99831,101249,99584,100756
9/11/2020,99831,100142,98362,98724
9/10/2020,101581,102285,98885,98935
9/9/2020,101370,102436,101148,101903
9/8/2020,100495,101480,99992,100650
9/4/2020,101510,102602,99609,101581
9/3/2020,102692,104050,100414,101651
9/2/2020,103200,103693,101531,103120
9/1/2020,101038,103075,100877,102788
8/31/2020,103034,103049,100102,100313
8/28/2020,102129,103185,101581,103100
8/27/2020,101254,102421,100510,101651
8/26/2020,102592,103311,100032,101219
8/25/2020,103437,103693,102325,102687
8/24/2020,103210,103552,102365,103150
8/21/2020,101485,102411,101078,101943
8/20/2020,99609,102632,99469,101943
8/19/2020,102260,103326,101244,101581
8/18/2020,101767,103120,101551,102733
8/17/2020,101686,102521,99242,100384
8/14/2020,100982,102587,100359,102184
8/13/2020,103200,104131,100852,100982
8/12/2020,103482,103965,101445,103477
8/11/2020,105099,105447,102606,103100
8/10/2020,103966,104742,101986,103860
8/7/2020,103921,105059,102656,103442
8/6/2020,103140,105437,102843,104646
8/5/2020,103341,104636,102682,103644
8/4/2020,103211,103654,100692,102556
8/3/2020,104767,104873,103080,103865
7/31/2020,106203,106580,103382,103865
7/30/2020,105598,106666,104701,106626
7/29/2020,105215,106575,105084,106208
7/28/2020,104571,105583,104268,104671
7/27/2020,103896,105472,103336,104953
7/24/2020,102858,103598,101659,103291
7/23/2020,105966,106087,102878,103226
7/22/2020,104802,105920,104072,105271
7/21/2020,105905,106303,104581,105205
7/20/2020,103644,105326,103518,104994
7/17/2020,102007,104067,101891,104067
7/16/2020,102112,102384,100974,101634
7/15/2020,102561,103054,101558,102803
7/14/2020,99931,101432,99090,101387
7/13/2020,101498,101790,99030,99030
7/10/2020,99634,100994,99307,100642
7/9/2020,100642,101130,99659,99836
7/8/2020,99080,100919,98939,100893
7/7/2020,99261,99846,98093,98677
7/6/2020,99337,100229,99030,99997
7/3/2020,97347,97710,96723,97710
7/2/2020,98239,98909,96834,97196
7/1/2020,95121,97831,95091,96844
6/30/2020,96511,97211,95609,95806
6/29/2020,94929,96985,94642,96894
6/26/2020,96703,96839,94113,94144
6/25/2020,94506,97231,94481,96904
6/24/2020,95907,96834,94063,95428
6/23/2020,97811,98395,96551,96562
6/22/2020,98158,98244,95730,96511
6/19/2020,97876,98677,96698,96964
6/18/2020,94879,98118,94683,96632
6/17/2020,95287,97559,94824,96269
6/16/2020,95001,96354,93628,94597
6/15/2020,91563,94082,90796,93406
6/12/2020,92275,94264,91543,93885
6/10/2020,97949,98913,95228,95228
6/9/2020,97626,98322,96419,97444
6/8/2020,96586,98756,96374,98600
6/5/2020,96359,98383,95203,95354
6/4/2020,92992,95172,92850,94713
6/3/2020,92401,94733,92396,93557
6/2/2020,90513,92376,89998,92346
6/1/2020,88338,90009,87500,89680
5/29/2020,87434,88464,86182,88408
5/28/2020,88757,89054,87424,87424
5/27/2020,87606,89105,86828,88948
5/26/2020,87510,88282,86177,86909
5/25/2020,86061,86939,85536,86833
5/22/2020,83790,85198,82280,85117
5/21/2020,81861,84289,81649,84077
5/20/2020,82417,83224,81695,82396
5/19/2020,82144,83138,81336,81674
5/18/2020,80296,82417,80145,82270
5/15/2020,79363,80463,78015,78333
5/14/2020,78262,80291,76405,80165
5/13/2020,79756,79923,77909,79252
5/12/2020,80312,81215,78272,78343
5/11/2020,80226,81594,79479,79756
5/8/2020,80221,81760,79857,81387
5/7/2020,80756,81659,78853,79625
5/6/2020,81003,81271,78858,79499
5/5/2020,80968,82068,79983,81069
5/4/2020,78091,80120,77788,79847
4/30/2020,83673,83865,80720,80867
4/29/2020,82947,85046,82593,85046
4/28/2020,80665,82492,80413,82311
4/27/2020,78747,79681,77152,78999
4/24/2020,79777,79777,72487,77535
4/23/2020,81271,82745,79453,80312
4/22/2020,79504,82280,79090,81286
4/20/2020,77626,81225,77515,80312
4/17/2020,81775,81775,78691,80059
4/16/2020,80715,81170,78378,80125
4/15/2020,78863,81049,78555,80281
4/14/2020,81074,82523,80579,80968
4/13/2020,78277,80120,77060,80029
4/9/2020,79276,81256,78176,78953
4/8/2020,77802,79953,76858,79862
4/7/2020,78560,80766,76813,77343
4/6/2020,73359,76106,72854,75126
4/3/2020,73157,73990,68371,69977
4/2/2020,73521,74763,71703,72955
4/1/2020,70608,72269,69542,71895
3/31/2020,75833,76222,72582,72652
3/30/2020,74117,75894,73531,75894
3/27/2020,75490,76550,73208,74167
3/26/2020,73814,79620,72920,78408
3/25/2020,69179,77550,68401,75328
3/24/2020,69048,72400,67321,69674
3/23/2020,64867,70648,62504,64544
3/20/2020,70486,73092,66422,67038
3/19/2020,66796,70744,62050,66139
3/18/2020,67912,70986,64140,68765
3/17/2020,71314,78166,71289,74016
3/16/2020,75141,77171,70966,70966
3/13/2020,80074,83750,73218,80801
3/12/2020,77111,77111,72829,72829
3/11/2020,90475,91565,81326,81367
3/10/2020,91550,93686,88208,93529
3/9/2020,89404,91777,86920,86920
3/6/2020,100057,100779,98114,98997
3/5/2020,106833,107585,101744,103602
3/4/2020,108549,109554,106378,108464
3/3/2020,108706,111033,105798,106631
3/2/2020,104874,108812,104096,108549
2/28/2020,102339,105944,101315,105939
2/27/2020,105773,108231,104006,104076
2/26/2020,109771,110200,106500,107121
2/21/2020,115517,115628,114285,115391
2/20/2020,117859,118324,116022,116022
2/19/2020,117082,118364,116405,118122
2/18/2020,115971,116890,115254,116890
2/17/2020,116628,117531,116446,116830
2/14/2020,117890,118072,115885,116097
2/13/2020,117238,117844,116567,117329
2/12/2020,118162,119576,117445,118496
2/11/2020,115552,117467,115379,117264
2/10/2020,115471,116019,113926,114912
2/7/2020,116710,117086,115349,115384
2/6/2020,118869,119412,116608,117091
2/5/2020,118661,119738,118026,118310
2/4/2020,118132,118651,117416,117518
2/3/2020,116278,117345,115410,116593
1/31/2020,116431,116517,115029,115699
1/30/2020,116085,117635,114714,117345
1/29/2020,118859,119270,117101,117386
1/28/2020,116883,118920,116766,118447
1/27/2020,118463,118757,116278,116502
1/24/2020,121810,121998,120159,120393
1/23/2020,120088,121790,118986,121698
1/22/2020,119651,120566,119565,120444
1/21/2020,120190,120799,118971,119082
1/20/2020,120500,121079,120022,120992
1/17/2020,119275,120708,119098,120698
1/16/2020,118971,119418,118087,118899
1/15/2020,119702,119722,118386,118656
1/14/2020,119570,119987,118823,119783
1/13/2020,118188,119773,117975,119758
1/10/2020,118681,119103,117162,117792
1/9/2020,119113,119230,117660,118214
1/8/2020,119077,119768,117934,118153
1/7/2020,119641,119809,118198,118981
1/6/2020,119672,120149,118651,119235
1/3/2020,119285,121312,118864,120174
1/2/2020,118940,121002,118732,121002
12/30/2019,118828,119600,117619,117619
12/27/2019,119682,120464,118422,118747
12/26/2019,118442,119809,118092,119580
12/23/2019,117807,118300,117381,118239
12/20/2019,117477,117878,116964,117599
12/19/2019,116588,117746,116156,117635
12/18/2019,115166,116832,114815,116817
12/17/2019,115022,115457,114567,115161
12/16/2019,115611,115995,114521,114772
12/13/2019,115130,115611,114495,115355
12/12/2019,114112,115227,113984,114910
12/11/2019,113595,113887,113186,113651
12/10/2019,113400,113933,112832,113375
12/9/2019,113523,114178,113503,113753
12/6/2019,113539,114250,113406,113733
12/5/2019,113242,113933,112710,113303
12/4/2019,112316,113139,111911,113042
12/3/2019,111548,112244,110862,111712
12/2/2019,110847,112147,110781,111543
11/29/2019,110832,111558,110468,110965
11/28/2019,110305,111205,109885,111139
11/27/2019,110346,110765,108939,110453
11/26/2019,110965,111067,109138,110192
11/25/2019,111809,111932,110898,111139
11/22/2019,110479,111543,110034,111487
11/21/2019,108284,110525,108197,110525
11/19/2019,109604,109860,108161,108642
11/18/2019,110371,110745,109041,109041
11/14/2019,109194,109747,108642,109455
11/13/2019,109102,109773,108094,109092
11/12/2019,111476,111533,109107,109435
11/11/2019,110049,111441,109670,111369
11/8/2019,111753,112039,110054,110422
11/7/2019,112004,112868,111599,112505
11/6/2019,111855,112909,110264,111446
11/5/2019,112121,112490,111333,111717
11/4/2019,112275,112541,111507,111891
11/1/2019,110479,111697,110422,111517
10/31/2019,111226,111246,109399,110121
10/30/2019,110627,111615,109629,111548
10/29/2019,111057,111267,110417,110903
10/28/2019,110842,111681,110479,111077
10/25/2019,110422,111410,110187,110607
10/24/2019,111036,111169,109788,110341
10/23/2019,110064,111282,110023,110729
10/22/2019,109276,110750,109128,110218
10/21/2019,108161,109460,107874,109460
10/18/2019,108371,108785,107710,107762
10/17/2019,108816,109261,108058,108417
10/16/2019,107465,108800,106728,108565
10/15/2019,107945,108559,107455,107455
10/14/2019,106696,107852,106618,107852
10/11/2019,106665,108017,106185,106902
10/10/2019,104393,105942,104372,105632
10/9/2019,104083,105002,103495,104703
10/8/2019,103572,104796,102942,103071
10/7/2019,105426,105906,103639,103882
10/4/2019,104470,106117,104187,105777
10/3/2019,104749,105044,103169,104889
10/2/2019,106639,106768,104290,104372
10/1/2019,108606,108787,107372,107455
9/30/2019,109194,109220,108270,108539
9/27/2019,108983,109349,108115,108931
9/26/2019,108611,109055,107945,108766
9/25/2019,106830,108224,106623,108110
9/24/2019,108818,108880,107067,107594
9/23/2019,108028,108446,107671,108430
9/20/2019,108575,108849,107532,108368
9/19/2019,109003,109897,107935,108183
9/18/2019,108683,108699,107310,108327
9/17/2019,106995,108663,106660,108627
9/16/2019,107129,107868,106474,107548
9/13/2019,108523,108704,107005,107269
9/12/2019,108131,108652,107491,108007
9/11/2019,107227,108090,107011,107470
9/10/2019,106871,107568,106066,106820
9/9/2019,107387,108255,106685,107212
9/6/2019,106407,107140,106293,106923
9/5/2019,105730,107253,105529,105911
9/4/2019,105007,105183,104223,104904
9/3/2019,104130,105436,103154,103722
9/2/2019,105467,105611,104362,104677
8/30/2019,105188,105684,104662,105555
8/29/2019,102323,104909,102323,104853
8/28/2019,100516,102276,100056,101652
8/27/2019,99819,101832,99576,101006
8/26/2019,102116,102441,98724,99018
8/23/2019,104238,104238,100851,101553
8/22/2019,105214,105756,103892,104104
8/21/2019,103825,105601,103515,105467
8/20/2019,103402,103903,101781,102989
8/19/2019,105183,105209,102911,103448
8/16/2019,104083,104672,103128,104187
8/15/2019,104806,105405,102158,103154
8/14/2019,106169,106489,104099,104202
8/13/2019,105623,108159,105352,107857
8/12/2019,107279,107352,105795,105910
8/9/2019,108269,109289,107857,108269
8/8/2019,107534,108816,107435,108816
8/7/2019,106863,107389,104675,107144
8/6/2019,105186,106670,104967,106618
8/5/2019,105524,105639,103847,104123
8/2/2019,105821,107665,105644,107191
8/1/2019,106758,108618,106222,106274
7/31/2019,107748,107935,105279,106238
7/30/2019,107852,108165,107076,107488
7/29/2019,107685,108279,106988,108279
7/26/2019,107696,107946,106722,107373
7/25/2019,108941,109196,106920,107274
7/24/2019,108430,109331,108399,108581
7/23/2019,108972,109253,108128,108696
7/22/2019,108425,109076,108264,108805
7/19/2019,109883,109972,107972,107988
7/18/2019,108493,109753,108389,109753
7/17/2019,108789,109289,108477,108665
7/16/2019,109102,109321,108092,108701
7/15/2019,109258,109644,108284,109039
7/12/2019,110039,110643,108477,108836
7/11/2019,111393,111617,109711,110055
7/10/2019,110482,111753,110216,110617
7/8/2019,108842,109743,108711,109664
7/5/2019,108691,109258,107581,109258
7/4/2019,107061,109081,107061,108425
7/3/2019,105457,107201,104550,106936
7/2/2019,106248,106602,104738,105404
7/1/2019,107081,107529,106087,106404
6/28/2019,106029,106691,105436,105602
6/27/2019,105306,106081,104259,105660
6/26/2019,105707,106222,105102,105582
6/25/2019,107008,107118,104675,104686
6/24/2019,107217,107847,106717,107269
6/21/2019,106029,107316,106003,107180
6/19/2019,104467,105644,104014,105602
6/18/2019,103405,104691,103316,104691
6/17/2019,102712,103504,102592,102696
6/14/2019,103691,104139,102551,102733
6/13/2019,104103,104592,103597,104170
6/12/2019,103738,104457,102915,103623
6/11/2019,102735,104207,102735,104207
6/10/2019,102509,102956,101778,102220
6/7/2019,102404,103523,102209,103055
6/6/2019,101562,102582,101105,101873
6/5/2019,102966,103019,100643,101347
6/4/2019,102577,103071,101636,102735
6/3/2019,101983,102919,101489,102241
5/31/2019,102015,103271,101846,102083
5/30/2019,101562,103224,101310,102819
5/29/2019,100979,102225,100763,101478
5/28/2019,100143,101825,99723,101589
5/27/2019,99076,100658,99034,100143
5/24/2019,99586,100091,98456,98456
5/23/2019,98776,99749,98319,99249
5/22/2019,99481,100459,99002,99828
5/21/2019,97488,99854,97000,99833
5/20/2019,94760,97462,94718,97452
5/17/2019,94566,96448,94229,95344
5/16/2019,96710,96826,94634,95039
5/15/2019,96463,96889,95260,96248
5/14/2019,96637,97714,96558,97031
5/13/2019,98172,98172,95685,95685
5/10/2019,99712,100327,98440,99144
5/9/2019,100406,100632,99171,100096
5/8/2019,99796,101873,99754,100879
5/7/2019,100001,100222,97983,100222
5/6/2019,100169,100574,99943,100133
5/3/2019,101321,101941,101300,101494
5/2/2019,101305,101541,100795,101021
4/30/2019,102093,102425,101184,101988
4/29/2019,102083,102866,101641,101783
4/26/2019,101867,102472,101205,101836
4/25/2019,100926,102256,99702,102078
4/24/2019,102088,102204,99681,100737
4/23/2019,100616,102114,100564,101689
4/22/2019,99880,100742,99260,100248
4/18/2019,99775,100984,98976,99880
4/17/2019,100406,100742,97778,99192
4/16/2019,99018,100874,98440,100211
4/15/2019,99177,99543,98329,98658
4/12/2019,99374,100572,98122,98700
4/11/2019,101500,101803,99893,100901
4/10/2019,102890,102996,101569,101723
4/9/2019,103028,103176,101378,102243
4/8/2019,103309,103722,102678,103420
4/5/2019,102656,103616,102094,103314
4/4/2019,100758,102720,100201,102487
4/3/2019,102487,102694,99957,100768
4/2/2019,102466,102794,100694,101495
4/1/2019,102269,102884,101728,101983
3/29/2019,101113,102025,100784,101129
3/28/2019,96462,100970,96457,100397
3/27/2019,99920,100291,95894,96080
3/26/2019,100498,101696,99888,100890
3/25/2019,97793,100477,97660,99777
3/22/2019,101161,101537,99214,99225
3/21/2019,103632,104332,101585,103075
3/20/2019,105961,106332,103738,103738
3/19/2019,106602,107058,105823,105961
3/18/2019,105531,106655,105382,106655
3/15/2019,105457,105992,104529,105271
3/14/2019,105382,105701,104216,105048
3/13/2019,104746,105966,103855,105170
3/12/2019,104311,104958,103765,104423
3/11/2019,102163,104730,101978,104587
3/8/2019,100365,101930,99506,101760
3/7/2019,100344,100975,99994,100938
3/6/2019,100646,101288,100249,100418
3/1/2019,102359,102667,100715,100949
2/28/2019,103892,104200,101776,101776
2/27/2019,104046,104497,103516,103897
2/26/2019,103738,104709,103494,104216
2/25/2019,105128,105319,103775,104004
2/22/2019,104184,105001,103685,104619
2/21/2019,103791,104184,102386,103749
2/20/2019,104417,105483,103102,103516
2/19/2019,103102,105170,102911,104194
2/18/2019,103887,104046,102980,103309
2/15/2019,104651,105239,103882,104237
2/14/2019,102969,105133,101548,105011
2/13/2019,103203,103701,102126,102778
2/12/2019,101812,103630,101812,102884
2/11/2019,102718,103051,100515,101180
2/8/2019,100949,102525,100188,101936
2/7/2019,101646,102638,100322,101255
2/6/2019,105109,105168,101303,101539
2/5/2019,105640,105860,104772,105554
2/4/2019,105576,105914,103946,105576
2/1/2019,104498,105356,104187,105147
1/31/2019,104756,105763,104487,104788
1/30/2019,103512,104455,102943,104166
1/29/2019,102525,104026,102525,102670
1/28/2019,103501,103887,101802,102504
1/24/2019,103689,105007,103587,105007
1/23/2019,102407,103930,102397,103764
1/22/2019,102976,103378,101753,101968
1/21/2019,103094,103555,102000,103555
1/18/2019,102568,103785,102488,103233
1/17/2019,101228,103035,101072,102686
1/16/2019,101646,101646,100842,101641
1/15/2019,101861,101968,100531,101410
1/14/2019,100349,101802,100300,101668
1/11/2019,101432,101453,100531,100853
1/10/2019,100451,101367,100322,101185
1/9/2019,99813,100992,99539,100955
1/8/2019,99394,99459,98183,99352
1/7/2019,99073,99818,98419,98907
1/4/2019,98874,100075,97952,99116
1/3/2019,97695,98821,96982,98392
1/2/2019,94141,98805,93910,98204
12/28/2018,93358,95073,93090,94575
12/27/2018,91524,92554,91369,92329
12/26/2018,92103,92248,90506,91926
12/21/2018,92613,93567,91948,92211
12/20/2018,92264,93615,91546,92602
12/19/2018,94141,95250,91975,92318
12/18/2018,93626,94430,93438,93696
12/17/2018,94580,94934,93288,93406
12/14/2018,94141,95475,94087,94360
12/13/2018,94516,95127,93964,94955
12/12/2018,94226,95245,93840,94301
12/11/2018,93432,94582,92379,93572
12/10/2018,95069,95457,92746,92746
12/7/2018,96095,97348,94955,95079
12/6/2018,94723,96122,94031,96084
12/5/2018,96084,96451,95630,96268
12/4/2018,97116,97845,95171,95717
12/3/2018,98796,99201,96705,96981
11/30/2018,96468,97742,96311,96802
11/29/2018,96095,97391,95538,96938
11/28/2018,95069,96932,94372,96397
11/27/2018,92859,95387,92341,95036
11/26/2018,94204,94469,91909,92508
11/23/2018,94512,94620,92978,93275
11/22/2018,94518,95063,94210,94744
11/21/2018,93983,94744,93518,94582
11/19/2018,95771,95798,94329,95285
11/16/2018,93988,96160,93410,95976
11/14/2018,92379,93232,91379,93232
11/13/2018,93340,93448,91212,92227
11/12/2018,92865,93686,92233,92994
11/9/2018,92508,93718,91196,93210
11/8/2018,95701,96354,92919,92940
11/7/2018,97467,97515,95069,95501
11/6/2018,96835,97159,95722,96322
11/5/2018,96214,97424,96014,97175
11/1/2018,95782,96873,94701,95576
10/31/2018,95609,96116,93751,94744
10/30/2018,91612,94885,91244,94588
10/29/2018,96635,97661,89991,90726
10/26/2018,90326,93783,90283,93556
10/25/2018,91007,92411,90618,91039
10/24/2018,93232,93416,90196,90434
10/23/2018,92038,93254,91401,93232
10/22/2018,92800,93470,92362,93075
